Unnamed: 0.1,Unnamed: 0,University Admission year,Gender,Age (Years),H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily? (Hours ),How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media? (Hours),Status of your English language proficiency,Average attendance on class (Percentage ),Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development? (Hours ),What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly Family Income ,Performance_Category
528,528,2021,Female,20,2020.0,BCSE,9,No,No,1,1,Offline,Yes,Yes,3,Intermediate,76,No,No,Yes,Web development skill(Backend),2,Software,In a relationship,No,Bachelor,No,1.56,No,2.63,104.0,70000.0,Poor Performance
529,529,2021,Female,24,2021.0,BCSE,6,No,No,1,1,Offline,Yes,Yes,4,Basic,100,No,No,No,Programming,2,Software,Single,Yes,Family,Yes,2.23,No,3.39,98.0,70000.0,Good Performance
530,530,2022,Female,21,2021.0,BCSE,6,No,No,2,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,Yes,Networking,2,Hardware,In a relationship,No,Bachelor,No,2.67,No,3.74,77.0,70000.0,Poor Performance
531,531,2022,Female,19,2022.0,BCSE,3,No,No,4,3,Online,Yes,Yes,4,Intermediate,63,No,No,No,Web development skill(Frontend),2,Software,In a relationship,No,Bachelor,Yes,1.65,No,2.87,35.0,70000.0,Poor Performance
532,532,2021,Female,20,2020.0,BCSE,9,No,No,2,1,Online,Yes,Yes,6,Advance,90,No,No,Yes,Machine Learning,2,Software,In a relationship,No,Family,No,2.44,No,3.88,132.0,71000.0,Poor Performance
533,533,2022,Male,20,2021.0,BCSE,6,No,No,4,2,Offline,Yes,Yes,3,Intermediate,68,Yes,No,No,Networking,4,Hardware,Married,Yes,Family,No,1.56,No,2.63,70.0,74000.0,Poor Performance
534,534,2020,Female,21,2019.0,BCSE,10,No,No,6,4,Offline,Yes,Yes,4,Intermediate,80,No,No,No,Networking,4,Hardware,In a relationship,No,Bachelor,Yes,2.21,No,3.21,145.0,75000.0,Good Performance
535,535,2020,Male,20,2020.0,BCSE,11,No,No,1,3,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Networking,1,Hardware,In a relationship,No,Bachelor,No,2.61,No,3.68,143.0,75000.0,Poor Performance
536,536,2021,Female,24,2019.0,BCSE,10,No,No,3,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Artificial Intelligence,2,Data Science,In a relationship,No,Bachelor,No,2.41,No,3.5,136.0,76000.0,Poor Performance
537,537,2021,Male,20,2020.0,BCSE,9,Yes,No,4,1,Offline,Yes,Yes,2,Advance,100,Yes,No,Yes,Machine Learning,2,Data Science,In a relationship,Yes,Bachelor,No,2.73,No,3.8,121.0,76000.0,Poor Performance
538,538,2020,Male,22,2020.0,BCSE,9,No,No,2,1,Offline,Yes,Yes,2,Advance,100,Yes,No,Yes,Networking,4,Hardware,Married,No,Family,Yes,2.87,No,3.93,121.0,76000.0,Poor Performance
539,539,2022,Male,20,2021.0,BCSE,5,No,No,3,2,Online,Yes,Yes,3,Intermediate,100,No,No,No,Networking,3,Hardware,Single,No,Bachelor,No,1.56,No,2.66,71.0,76000.0,Moderate Performance
540,540,2022,Male,25,2018.0,BCSE,6,No,No,3,2,Online,Yes,Yes,8,Advance,100,No,No,No,Programming,3,UI/UX,Single,No,Bachelor,Yes,2.87,No,3.98,143.0,77000.0,Poor Performance
541,541,2021,Male,23,2019.0,BCSE,8,No,No,3,1,Online,Yes,Yes,7,Advance,89,No,No,No,Machine Learning,1,Data Science,Single,No,Bachelor,No,1.79,No,2.85,104.0,77000.0,Moderate Performance
542,542,2019,Male,21,2019.0,BCSE,10,Yes,No,7,3,Online,Yes,Yes,3,Advance,100,No,No,No,Programming,2,UI/UX,Single,No,Family,No,2.88,No,3.93,139.0,77000.0,Poor Performance
543,543,2020,Female,22,2019.0,BCSE,9,No,No,4,2,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Artificial Intelligence,1,Data Science,In a relationship,No,Bachelor,Yes,2.78,No,3.84,120.0,77000.0,Poor Performance
544,544,2021,Female,22,2020.0,BCSE,6,Yes,No,1,1,Online,Yes,Yes,4,Basic,98,No,No,No,Cyber security,3,Hardware,In a relationship,Yes,Family,Yes,2.36,Yes,3.19,70.0,77000.0,Good Performance
545,545,2020,Female,21,2020.0,BCSE,7,No,No,3,2,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Machine Learning,3,Software,Single,No,Family,No,2.03,No,3.15,65.0,78000.0,Good Performance
546,546,2020,Female,20,2019.0,BCSE,7,Yes,No,5,3,Offline,Yes,Yes,4,Advance,100,No,No,No,Networking,1,UI/UX,Single,Yes,Family,No,2.44,No,3.78,88.0,79000.0,Poor Performance
547,547,2021,Male,20,2020.0,BCSE,7,No,No,5,3,Offline,Yes,Yes,5,Intermediate,50,No,No,Yes,Web development skill(Backend),3,UI/UX,Single,No,Family,No,1.66,No,2.99,97.0,79000.0,Poor Performance
548,548,2019,Male,21,2018.0,BCSE,10,No,Yes,6,4,Offline,Yes,Yes,3,Advance,80,No,No,No,Cyber security,2,UI/UX,Single,Yes,Family,No,2.54,No,3.76,126.0,80000.0,Poor Performance
549,549,2020,Female,22,2019.0,BCSE,11,Yes,No,2,1,Online,Yes,Yes,4,Intermediate,99,No,No,No,Programming,1,Hardware,Single,No,Family,No,2.79,No,3.59,125.0,80000.0,Poor Performance
550,550,2019,Male,20,2019.0,BCSE,11,No,No,2,1,Offline,Yes,Yes,6,Basic,77,Yes,Yes,Yes,Cyber security,2,Hardware,In a relationship,No,Bachelor,No,1.55,No,2.67,144.0,80000.0,Poor Performance
551,551,2021,Male,21,2020.0,BCSE,8,No,No,4,2,Offline,Yes,Yes,2,Advance,100,Yes,No,No,Networking,2,Data Science,Single,No,Family,Yes,1.25,No,2.57,101.0,80000.0,Moderate Performance
552,552,2020,Female,20,2020.0,BCSE,10,No,No,4,2,Offline,Yes,Yes,2,Advance,100,No,No,No,Networking,2,Hardware,Single,No,Bachelor,No,2.56,No,3.61,131.0,80000.0,Poor Performance
553,553,2022,Male,20,2021.0,BCSE,8,No,No,3,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Networking,1,Hardware,Single,Yes,Family,No,2.64,No,3.7,99.0,81000.0,Poor Performance
554,554,2020,Male,20,2020.0,BCSE,10,Yes,No,4,2,Offline,Yes,Yes,7,Advance,78,No,No,No,Cyber security,2,Data Science,Married,Yes,Family,Yes,1.45,No,2.67,142.0,82000.0,Poor Performance
555,555,2020,Male,21,2018.0,BCSE,10,No,No,3,2,Offline,Yes,Yes,3,Basic,70,No,No,No,Programming,3,UI/UX,In a relationship,No,Bachelor,Yes,1.56,No,2.87,133.0,85000.0,Poor Performance
556,556,2022,Female,21,2021.0,BCSE,6,Yes,No,6,4,Offline,Yes,Yes,5,Intermediate,70,No,No,Yes,Programming,5,UI/UX,In a relationship,No,Family,No,2.1,No,3.37,86.0,85000.0,Moderate Performance
557,557,2022,Female,20,2022.0,BCSE,3,No,No,2,1,Online,Yes,No,3,Intermediate,60,No,No,No,Artificial Intelligence,1,Hardware,Married,No,Family,No,2.1,No,3.28,77.0,85000.0,Moderate Performance
558,558,2021,Female,20,2020.0,BCSE,10,No,No,2,2,Online,Yes,Yes,2,Intermediate,100,Yes,No,Yes,Artificial Intelligence,4,Data Science,Married,No,Family,No,1.54,No,2.64,137.0,86000.0,Moderate Performance
559,559,2019,Male,24,2019.0,BCSE,10,No,No,1,3,Offline,Yes,Yes,2,Basic,80,Yes,Yes,Yes,Programming,1,Software,In a relationship,Yes,Family,Yes,2.39,No,3.43,45.0,87000.0,Good Performance
560,560,2020,Female,21,2020.0,BCSE,8,No,No,4,3,Online,Yes,Yes,2,Advance,80,No,No,No,Cyber security,3,UI/UX,Married,No,Family,No,2.51,No,3.87,103.0,87000.0,Poor Performance
561,561,2020,Male,21,2020.0,BCSE,11,Yes,No,2,2,Offline,Yes,Yes,1,Basic,79,No,No,No,Machine Learning,2,Data Science,Single,Yes,Bachelor,No,2.81,No,3.89,143.0,87000.0,Poor Performance
562,562,2021,Female,20,2020.0,BCSE,9,No,No,2,1,Offline,Yes,Yes,2,Advance,88,No,No,Yes,Programming,1,UI/UX,Single,No,Bachelor,No,2.45,No,3.54,117.0,88000.0,Poor Performance
563,563,2021,Male,20,2021.0,BCSE,8,No,No,3,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Family,Yes,2.66,No,3.72,98.0,88000.0,Poor Performance
564,564,2020,Female,21,2019.0,BCSE,9,Yes,No,6,1,Offline,No,Yes,4,Intermediate,80,No,No,Yes,Programming,1,UI/UX,In a relationship,Yes,Family,Yes,2.04,No,3.23,145.0,89000.0,Good Performance
565,565,2021,Male,21,2020.0,BCSE,8,No,No,4,2,Online,Yes,Yes,6,Advance,100,No,Yes,No,Web development skill(Backend),2,Software,Single,Yes,Bachelor,No,2.29,No,3.56,100.0,89000.0,Poor Performance
566,566,2021,Male,20,2020.0,BCSE,8,No,No,4,2,Offline,Yes,Yes,7,Advance,88,No,No,Yes,Machine Learning,3,Software,Single,No,Family,No,2.55,No,3.77,137.0,89000.0,Poor Performance
567,567,2018,Male,22,2017.0,BCSE,11,Yes,No,4,2,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Programming,3,UI/UX,Single,Yes,Bachelor,Yes,2.9,No,3.89,135.0,90000.0,Poor Performance
568,568,2019,Male,25,2018.0,BCSE,11,No,No,3,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Web development skill(Backend),2,Software,In a relationship,Yes,Bachelor,No,2.34,No,3.42,143.0,90000.0,Good Performance
569,569,2020,Male,21,2019.0,BCSE,10,No,No,4,2,Online,Yes,Yes,4,Advance,100,No,No,Yes,Cyber security,2,Data Science,Married,No,Family,No,2.08,No,3.11,138.0,90000.0,Good Performance
570,570,2021,Female,20,2020.0,BCSE,9,No,No,3,1,Online,Yes,Yes,10,Advance,100,No,No,Yes,Networking,3,Hardware,Married,No,Family,No,2.51,No,3.5,130.0,90000.0,Poor Performance
571,571,2022,Female,21,2021.0,BCSE,5,No,No,3,1,Online,Yes,Yes,8,Intermediate,100,No,No,No,Machine Learning,3,Software,Single,No,Family,No,2.13,No,3.33,107.0,90000.0,Good Performance
572,572,2019,Male,25,2018.0,BCSE,11,No,No,2,1,Offline,Yes,Yes,2,Intermediate,35,No,Yes,No,Cyber security,1,Data Science,Single,No,Bachelor,No,1.43,No,2.56,143.0,91000.0,Poor Performance
573,573,2022,Female,20,2020.0,BCSE,4,No,No,2,3,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Programming,1,UI/UX,Married,Yes,Family,No,1.26,No,2.33,59.0,93000.0,Moderate Performance
574,574,2021,Female,20,2020.0,BCSE,9,No,No,2,3,Offline,Yes,Yes,3,Advance,56,Yes,No,Yes,Networking,4,Hardware,Single,No,Bachelor,No,1.56,No,2.6,130.0,95000.0,Poor Performance
575,575,2020,Male,23,2019.0,BCSE,10,No,No,2,3,Offline,Yes,Yes,1,Basic,100,No,No,No,Programming,4,UI/UX,Single,No,Bachelor,No,1.75,No,2.81,137.0,98000.0,Moderate Performance
576,576,2019,Male,25,2018.0,BCSE,11,No,No,2,1,Offline,Yes,Yes,7,Basic,100,No,No,No,Programming,3,Software,Married,Yes,Family,No,1.76,No,2.87,144.0,100000.0,Moderate Performance
577,577,2021,Male,21,2019.0,BCSE,5,No,No,6,4,Online,Yes,Yes,4,Intermediate,100,Yes,No,Yes,Cyber security,2,Data Science,Single,Yes,Bachelor,No,1.34,No,2.53,96.0,100000.0,Moderate Performance
578,578,2020,Male,21,2019.0,BCSE,8,No,No,5,3,Offline,Yes,Yes,4,Advance,100,No,No,Yes,Programming,3,UI/UX,Single,No,Bachelor,No,2.91,No,3.95,119.0,100000.0,Poor Performance
579,579,2020,Male,22,2019.0,BCSE,10,No,No,2,3,Online,Yes,Yes,2,Intermediate,45,Yes,No,No,Networking,4,Hardware,In a relationship,Yes,Family,Yes,2.46,No,3.52,140.0,100000.0,Poor Performance
580,580,2021,Female,20,2020.0,BCSE,5,No,No,3,1,Offline,Yes,Yes,7,Intermediate,70,No,No,No,Cyber security,3,Software,In a relationship,No,Bachelor,No,1.67,No,2.98,75.0,100000.0,Poor Performance
581,581,2023,Female,20,2021.0,BCSE,2,Yes,No,2,4,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,3,Hardware,In a relationship,Yes,Family,Yes,2.66,Yes,4.0,12.0,100000.0,Poor Performance
582,582,2018,Male,24,2018.0,BCSE,10,No,No,1,3,Online,Yes,Yes,3,Advance,65,Yes,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Family,NO,2.65,No,3.68,140.0,110000.0,Poor Performance
583,583,2022,Male,20,2020.0,BCSE,6,No,No,2,1,Offline,Yes,Yes,5,Intermediate,100,No,No,No,Networking,4,Hardware,Single,No,Family,No,2.8,No,3.91,77.0,110000.0,Poor Performance
584,584,2021,Female,20,2020.0,BCSE,8,No,No,5,3,Offline,Yes,Yes,6,Intermediate,100,No,No,No,Networking,1,Hardware,Married,Yes,Family,No,1.46,No,2.67,101.0,110000.0,Moderate Performance
585,585,2021,Female,21,2020.0,BCSE,10,No,No,2,3,Offline,Yes,Yes,2,Intermediate,89,Yes,No,No,Programming,4,UI/UX,Single,No,Bachelor,No,1.67,No,2.73,134.0,110000.0,Moderate Performance
586,586,2021,Male,21,2020.0,BCSE,7,No,No,3,1,Offline,Yes,Yes,2,Advance,78,No,No,No,Web development skill(Backend),2,Software,In a relationship,No,Family,No,2.56,No,3.66,88.0,115000.0,Poor Performance
587,587,2022,Female,19,2022.0,BCSE,3,No,No,1,1,Online,Yes,Yes,5,Advance,100,No,No,No,Cyber security,3,UI/UX,Single,No,Family,No,2.67,No,3.78,32.0,115000.0,Poor Performance
588,588,2022,Female,20,2020.0,BCSE,5,No,No,2,2,Offline,Yes,Yes,1,Advance,41,No,No,Yes,Machine Learning,2,Data Science,Single,Yes,Bachelor,No,2.56,No,3.61,68.0,116000.0,Poor Performance
589,589,2020,Male,25,2019.0,BCSE,10,No,No,2,3,Offline,Yes,Yes,2,Intermediate,86,Yes,No,No,Networking,2,Hardware,Single,No,Bachelor,No,2.67,No,3.75,140.0,117000.0,Poor Performance
590,590,2022,Male,20,2021.0,BCSE,6,No,No,3,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Web development skill(Frontend),1,Software,In a relationship,No,Bachelor,No,2.46,No,3.55,89.0,120000.0,Poor Performance
591,591,2020,Male,24,2019.0,BCSE,10,No,No,1,2,Offline,Yes,Yes,3,Intermediate,83,Yes,No,Yes,Networking,2,Hardware,Married,Yes,Family,No,1.44,No,2.65,136.0,123000.0,Moderate Performance
592,592,2020,Female,24,2019.0,BCSE,11,No,No,3,2,Offline,Yes,Yes,1,Basic,100,No,No,No,Web development skill(Backend),4,Software,In a relationship,Yes,Bachelor,No,2.53,No,3.62,143.0,128000.0,Poor Performance
593,593,2019,Female,25,2019.0,BCSE,11,No,No,2,2,Offline,Yes,Yes,5,Basic,100,No,No,No,Programming,3,Software,Single,Yes,Family,No,2.79,No,3.88,141.0,130000.0,Poor Performance
594,594,2021,Female,20,2020.0,BCSE,9,Yes,No,3,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,Yes,Web development skill(Backend),4,Software,Single,Yes,Family,No,2.75,No,3.82,103.0,130000.0,Poor Performance
595,595,2022,Male,21,2021.0,BCSE,6,No,No,1,3,Offline,Yes,Yes,2,Advance,100,Yes,No,No,Programming,4,UI/UX,Married,Yes,Family,Yes,1.68,No,2.73,88.0,130000.0,Moderate Performance
596,596,2022,Female,20,2021.0,BCSE,5,No,No,4,1,Online,Yes,Yes,2,Intermediate,77,Yes,No,Yes,Programming,4,Software,Married,No,Family,No,1.67,No,2.77,58.0,130000.0,Poor Performance
597,597,2020,Male,20,2020.0,BCSE,10,Yes,No,2,2,Offline,Yes,Yes,3,Advance,84,No,No,Yes,Web development skill(Backend),4,Software,In a relationship,No,Bachelor,No,1.76,No,2.8,122.0,134000.0,Moderate Performance
598,598,2021,Female,25,2019.0,BCSE,10,No,No,4,2,Online,Yes,Yes,4,Advance,100,No,No,Yes,Networking,2,Hardware,In a relationship,No,Bachelor,No,2.88,No,3.9,139.0,135000.0,Poor Performance
599,599,2021,Female,22,2020.0,BCSE,9,No,No,4,2,Offline,Yes,Yes,1,Advance,100,Yes,Yes,No,Cyber security,2,Data Science,Married,Yes,Family,No,1.76,No,2.82,121.0,135000.0,Moderate Performance
600,600,2020,Male,21,2020.0,BCSE,8,No,No,3,2,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Family,Yes,2.54,No,3.64,97.0,135000.0,Poor Performance
601,601,2019,Male,25,2018.0,BCSE,11,No,No,3,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Networking,1,Hardware,Single,Yes,Family,No,1.54,No,2.68,143.0,144000.0,Moderate Performance
602,602,2021,Female,21,2020.0,BCSE,9,No,No,2,1,Offline,Yes,Yes,2,Intermediate,35,No,No,No,Machine Learning,2,Data Science,In a relationship,Yes,Bachelor,Yes,1.46,No,2.5,119.0,144000.0,Poor Performance
603,603,2019,Male,22,2019.0,BCSE,11,Yes,No,6,3,Offline,Yes,Yes,7,Advance,100,No,No,No,Cyber security,4,Data Science,Single,No,Family,No,2.91,No,3.97,141.0,150000.0,Poor Performance
604,604,2021,Female,20,2020.0,BCSE,9,No,No,3,3,Online,Yes,Yes,3,Advance,100,No,No,No,Networking,2,Hardware,In a relationship,Yes,Bachelor,No,1.8,No,2.89,116.0,155000.0,Moderate Performance
605,605,2021,Female,20,2020.0,BCSE,8,Yes,No,5,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Web development skill(Frontend),4,Software,In a relationship,Yes,Bachelor,No,2.78,No,3.8,89.0,158000.0,Poor Performance
606,606,2021,Female,21,2021.0,BCSE,5,Yes,No,3,2,Offline,Yes,Yes,8,Advance,67,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,1.65,No,2.56,64.0,165000.0,Poor Performance
607,607,2020,Female,22,2019.0,BCSE,8,Yes,No,2,1,Offline,Yes,Yes,4,Advance,100,No,No,No,Programming,2,UI/UX,Single,Yes,Family,No,2.32,No,3.87,113.0,170000.0,Poor Performance
608,608,2020,Female,25,2019.0,BCSE,11,No,No,3,3,Online,Yes,Yes,1,Advance,35,No,No,No,Networking,2,Hardware,In a relationship,No,Bachelor,No,1.57,No,2.63,143.0,170000.0,Poor Performance
609,609,2021,Female,20,2020.0,BCSE,8,Yes,No,3,3,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Artificial Intelligence,4,Data Science,Single,Yes,Family,No,2.85,No,3.93,100.0,190000.0,Poor Performance
610,610,2020,Male,21,2020.0,BCSE,10,No,No,3,2,Offline,Yes,Yes,1,Intermediate,68,No,No,No,Networking,4,Hardware,Married,No,Family,No,2.74,No,3.84,137.0,190000.0,Poor Performance
611,611,2020,Female,22,2020.0,BCSE,7,No,No,3,2,Offline,Yes,Yes,7,Intermediate,100,No,Yes,No,Web development skill(Backend),3,UI/UX,Single,Yes,Bachelor,No,2.13,No,3.03,107.0,235000.0,Good Performance
612,612,2021,Female,20,2021.0,BCSE,5,Yes,No,6,2,Offline,Yes,Yes,1,Advance,100,No,No,No,Programming,4,UI/UX,Single,Yes,Family,No,2.91,No,3.91,81.0,250000.0,Poor Performance
613,613,2019,Female,25,2018.0,BCSE,11,No,No,3,3,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Cyber security,1,Data Science,Single,No,Bachelor,No,1.43,No,2.49,143.0,255000.0,Moderate Performance
614,614,2019,Male,25,2017.0,BCSE,11,No,No,2,1,Offline,Yes,No,5,Basic,86,No,No,No,Networking,3,Data Science,In a relationship,No,Family,No,1.98,No,2.89,145.0,300000.0,Moderate Performance
615,615,2020,Male,23,2019.0,BCSE,9,Yes,No,1,2,Offline,Yes,Yes,5,Basic,100,No,No,Yes,Web development skill(Frontend),1,Data Science,In a relationship,No,Family,No,2.91,No,3.89,103.0,10000.0,Poor Performance
616,616,2020,Female,22,2019.0,BCSE,11,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,95,No,No,Yes,Programming,1,Data Science,Single,No,Family,No,2.5,No,3.48,128.0,25000.0,Good Performance
617,617,2023,Female,21,2022.0,BCSE,2,No,No,5,5,Offline,Yes,Yes,5,Intermediate,100,No,No,No,Programming,3,Software,Single,Yes,Family,No,2.85,No,3.65,28.0,25000.0,Poor Performance
618,618,2020,Female,24,2019.0,BCSE,9,No,No,5,1,Offline,Yes,Yes,6,Basic,90,No,No,No,Networking,2,Hardware,Single,Yes,Family,Yes,2.2,Yes,3.5,60.0,28000.0,Poor Performance
619,619,2020,Male,25,2019.0,BCSE,10,Yes,No,3,1,Online,Yes,Yes,5,Advance,99,No,No,Yes,Networking,3,Software,In a relationship,Yes,Bachelor,No,2.48,No,3.48,105.0,30000.0,Good Performance
620,620,2022,Male,22,2020.0,BCSE,5,Yes,No,2,2,Offline,Yes,No,4,Intermediate,99,No,No,Yes,Programming,2,Hardware,Single,No,Family,No,2.56,No,3.35,54.0,30000.0,Good Performance
621,621,2021,Female,20,2020.0,BCSE,7,No,No,4,2,Offline,Yes,Yes,7,Intermediate,100,No,No,Yes,Artificial Intelligence,1,Hardware,In a relationship,No,Family,No,2.31,No,3.45,109.0,30000.0,Good Performance
622,622,2018,Male,25,2018.0,BCSE,11,No,No,3,1,Offline,Yes,Yes,3,Basic,100,No,Yes,Yes,Cyber security,2,Data Science,Married,No,Family,No,2.45,No,3.56,143.0,32000.0,Poor Performance
623,623,2022,Female,19,2021.0,BCSE,7,No,No,4,2,Online,Yes,Yes,5,Intermediate,90,No,No,Yes,Artificial Intelligence,2,Hardware,In a relationship,Yes,Family,Yes,2.09,No,3.34,100.0,34000.0,Good Performance
624,624,2020,Female,20,2020.0,BCSE,11,No,No,2,2,Online,Yes,Yes,3,Intermediate,72,No,No,No,Cyber security,4,Data Science,Married,No,Family,No,2.67,No,3.77,143.0,37000.0,Poor Performance
625,625,2022,Male,21,2021.0,BCSE,6,No,No,1,2,Offline,Yes,Yes,3,Advance,42,No,No,Yes,Cyber security,3,Data Science,Single,No,Bachelor,Yes,1.89,No,2.97,97.0,37000.0,Poor Performance
626,626,2021,Female,20,2020.0,BCSE,8,No,No,2,2,Online,Yes,No,3,Basic,68,No,No,No,Web development skill(Frontend),4,Software,Married,Yes,Family,No,2.67,No,3.74,90.0,38000.0,Poor Performance
627,627,2022,Female,22,2021.0,BCSE,5,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,47,Yes,No,No,Cyber security,2,Data Science,Single,No,Bachelor,No,2.74,No,3.8,68.0,39000.0,Poor Performance
628,628,2018,Female,22,2017.0,BCSE,10,No,No,3,2,Online,Yes,Yes,8,Advance,90,Yes,No,Yes,Programming,2,UI/UX,Single,No,Family,No,1.61,No,2.88,123.0,40000.0,Moderate Performance
629,629,2018,Female,24,2018.0,BCSE,11,No,No,4,2,Offline,Yes,Yes,2,Intermediate,86,Yes,Yes,No,Cyber security,4,Data Science,In a relationship,No,Bachelor,No,2.54,No,3.63,144.0,40000.0,Poor Performance
630,630,2020,Male,21,2020.0,BCSE,10,No,No,2,3,Offline,Yes,Yes,3,Intermediate,79,Yes,No,Yes,Cyber security,2,Data Science,In a relationship,No,Bachelor,No,1.46,No,2.55,139.0,40000.0,Poor Performance
631,631,2020,Male,20,2020.0,BCSE,10,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Networking,4,Hardware,In a relationship,No,Bachelor,No,2.65,No,3.79,138.0,40000.0,Poor Performance
632,632,2021,Female,21,2020.0,BCSE,9,No,No,3,2,Online,Yes,Yes,3,Advance,46,No,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Bachelor,No,1.88,No,2.92,124.0,42000.0,Poor Performance
633,633,2022,Female,21,2021.0,BCSE,6,Yes,No,2,1,Offline,Yes,Yes,3,Advance,78,Yes,No,Yes,Programming,1,UI/UX,Married,Yes,Family,No,2.77,No,3.8,77.0,42000.0,Poor Performance
634,634,2020,Male,20,2020.0,BCSE,5,No,No,4,2,Online,Yes,Yes,6,Intermediate,90,No,No,No,Machine Learning,2,Software,Single,No,Bachelor,No,1.98,No,2.97,66.0,45000.0,Moderate Performance
635,635,2022,Male,22,2021.0,BCSE,5,No,No,2,1,Online,Yes,Yes,3,Basic,23,No,No,Yes,Networking,4,Hardware,In a relationship,No,Bachelor,No,1.81,No,2.88,72.0,45000.0,Poor Performance
636,636,2021,Female,20,2020.0,BCSE,9,No,No,2,3,Offline,Yes,Yes,3,Advance,55,No,No,Yes,Networking,1,Hardware,In a relationship,No,Bachelor,No,2.87,No,3.9,125.0,46000.0,Poor Performance
637,637,2022,Male,20,2021.0,BCSE,4,No,No,1,2,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Networking,8,Software,Single,No,Family,No,1.76,No,2.67,27.0,46000.0,Moderate Performance
638,638,2022,Female,21,2021.0,BCSE,7,No,No,3,2,Offline,Yes,Yes,2,Intermediate,32,No,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Bachelor,No,2.34,No,3.4,109.0,47000.0,Moderate Performance
639,639,2021,Female,20,2019.0,BCSE,9,No,No,5,2,Offline,Yes,Yes,5,Intermediate,100,No,No,Yes,Artificial Intelligence,1,Hardware,Single,No,Bachelor,No,2.07,No,3.28,132.0,48000.0,Good Performance
640,640,2020,Male,23,2019.0,BCSE,10,No,No,2,3,Online,Yes,Yes,2,Intermediate,89,No,No,No,Networking,4,Hardware,In a relationship,No,Family,Yes,2.45,No,3.51,132.0,48000.0,Poor Performance
641,641,2020,Female,23,2019.0,BCSE,11,Yes,No,5,3,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Cyber security,4,Data Science,In a relationship,No,Family,No,2.77,No,3.85,144.0,49000.0,Poor Performance
642,642,2022,Female,21,2021.0,BCSE,6,No,No,5,3,Online,Yes,Yes,3,Basic,100,Yes,No,No,Networking,2,Hardware,Single,No,Family,No,2.63,No,3.7,75.0,49000.0,Poor Performance
643,643,2020,Male,23,2018.0,BCSE,8,Yes,No,3,3,Online,Yes,Yes,2,Advance,80,No,No,No,Cyber security,2,UI/UX,In a relationship,Yes,Family,No,2.81,No,3.79,135.0,50000.0,Poor Performance
644,644,2021,Female,21,2019.0,BCSE,6,No,No,2,1,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Programming,1,Data Science,Single,No,Family,No,2.44,No,3.44,56.0,50000.0,Good Performance
645,645,2021,Male,23,2019.0,BCSE,7,No,No,1,1,Online,Yes,Yes,5,Advance,70,No,No,Yes,Cyber security,5,Hardware,Single,Yes,Family,No,2.5,No,3.22,66.0,50000.0,Moderate Performance
646,646,2021,Female,21,2020.0,BCSE,7,No,No,5,3,Offline,Yes,Yes,6,Advance,100,No,No,Yes,Programming,1,UI/UX,In a relationship,Yes,Family,No,2.55,No,3.8,112.0,50000.0,Poor Performance
647,647,2022,Female,20,2021.0,BCSE,5,No,No,3,2,Offline,Yes,Yes,5,Basic,100,No,No,Yes,Programming,2,UI/UX,Single,No,Family,No,2.22,No,3.35,79.0,50000.0,Good Performance
